date begin end mass
2020-08-27  18:45  20:00  74.5
2020-08-28  10:17  11:38  76.0
2020-08-30  14:50  16:02  76.3
2020-09-02  12:00  12:43  76.0
2020-09-03  20:25  21:06  76.3
2020-09-04  16:47  18:45  76.0


